id_inscripcion,curso,edad,provincia,nivel_educativo,trabaja,horas_trabajo_semanales,experiencia_previa,modalidad_pago,precio_pagado_ars,precio_pagado_usd,dispositivo_principal,hora_inscripcion,logins_semana_1,logins_semana_2,segundos_video_vistos,mensajes_foro,entregas_a_tiempo,nota_primera_entrega,dias_desde_ultimo_login,logins_semana_6,encuesta_salida_completada,abandono
L02853,Programacion Web,24,Otra,Secundario,No,0.0,No,Pago unico,452000,362.9,Computadora,11,5,3,102872,1,2,6.6,1,3,No,0
L03048,data analytics,34,CABA,Terciario,No,0.0,No,Cuotas,426000,357.5,Tablet,14,4,6,46713,0,2,,2,4,No,0
L02164,Data Analytics,40,Otra,Universitario,Si,53.0,No,Cuotas,462000,374.2,Computadora,5,8,8,166742,4,2,6.7,1,6,No,0
L01952,Producto Digital,35,Buenos Aires,Universitario,No,0.0,No,Cuotas,381000,322.5,Celular,1,2,0,76055,0,1,,3,5,No,0
L01467,Data Analytics,25,Buenos Aires,Terciario,Si,36.0,No,Pago unico,394000,340.6,Computadora,0,6,3,123394,1,2,7.2,1,9,No,0
L01916,Producto Digital,31,Buenos Aires,Universitario,No,0.0,No,Pago unico,316000,256.7,Computadora,0,4,4,112160,2,1,,1,1,Si,1
L01225,UX / UI,17,Buenos Aires,Terciario,Si,37.0,No,Cuotas,393000,322.4,Computadora,2,3,4,120075,1,2,3.0,0,3,No,0
L00085,Data Analytics,26,Otra,Posgrado,No,0.0,Si,Beca,2000,1.6,Computadora,12,3,1,88332,1,1,,4,6,No,0
L02040,Marketing Digital,18,Santa Fe,Terciario,No,0.0,Si,Beca,1000,0.9,Computadora,1,4,2,118803,1,2,6.9,1,3,No,0
L00438,programacion web,40,Cordoba,Posgrado,No,0.0,Si,Cuotas,501000,432.3,Computadora,22,5,1,159575,2,2,8.5,1,3,No,0
L02768,Data Analytics,21,CABA,Secundario,No,0.0,No,Cuotas,436000,376.1,Celular,9,2,1,145136,2,2,5.8,1,4,No,0
L02662,Programacion Web,51,CABA,Terciario,Si,36.0,Si,Cuotas,527000,422.3,Computadora,18,5,5,133471,1,0,7.7,4,2,No,0
L01318,Python Inicial,20,Cordoba,Terciario,No,0.0,No,Beca,10000,8.2,Computadora,2,5,4,139478,0,1,7.6,1,4,No,0
L02678,Data Analytics,30,Cordoba,Universitario,Si,39.0,Si,Pago unico,372000,318.5,Computadora,22,5,3,81636,1,1,6.4,2,5,No,0
L00196,UX/UI,22,CABA,Secundario,No,0.0,No,Cuotas,398000,330.7,Computadora,3,7,1,88492,0,2,,0,6,No,0
L02634,UX/UI,29,CABA,Terciario,No,0.0,No,Cuotas,448000,385.6,Celular,3,3,1,58961,0,1,,5,0,No,0
L00476,Python Inicial,24,Santa Fe,Secundario,No,0.0,No,Pago unico,228000,192.5,Tablet,10,2,1,115253,2,1,,2,5,No,0
L02771,Producto Digital,29,Cordoba,Secundario,Si,44.0,No,Cuotas,393000,337.1,Celular,19,0,0,34188,1,2,,0,0,Si,1
L00337,python inicial,20,Santa Fe,Terciario,No,0.0,No,Beca,45000,37.8,Celular,11,4,3,71923,0,0,,14,0,Si,1
L02139,UX/UI,25,Otra,Universitario,No,0.0,Si,Pago unico,348000,295.4,Computadora,13,3,7,136382,7,0,5.9,1,3,No,0
L02443,Python Inicial,34,Buenos Aires,Terciario,No,0.0,Si,Cuotas,293000,238.0,Computadora,8,7,7,198545,2,2,10.0,0,4,No,0
L02037,Programacion Web,22,Buenos Aires,Secundario,No,0.0,Si,Pago unico,434000,351.6,Computadora,18,4,5,145270,2,2,8.3,1,3,No,0
L01458,Python Inicial,17,Buenos Aires,Terciario,Si,31.0,Si,Pago unico,224000,184.6,Tablet,3,4,4,120499,2,1,,0,1,No,0
L02772,Producto Digital,23,Otra,Terciario,No,0.0,Si,Pago unico,306000,246.4,Computadora,14,4,4,96139,1,2,8.0,2,3,No,0
L01354,Programacion Web,27,Buenos Aires,Terciario,No,0.0,No,Cuotas,525000,428.8,Tablet,7,8,1,123430,1,2,9.7,2,3,No,0
L00109,Marketing Digital,35,Santa Fe,Universitario,Si,34.0,No,Cuotas,325000,272.8,Celular,5,5,3,114006,1,2,,6,3,No,0
L00091,Producto Digital,20,CABA,Universitario,No,0.0,No,Beca,53000,45.7,Computadora,23,2,1,53531,0,1,7.3,11,0,Si,1
L00596,Data Analytics,43,Buenos Aires,Universitario,Si,36.0,Si,Cuotas,427000,370.0,Computadora,16,5,1,95437,0,1,6.5,1,0,Si,1
L03008,Programacion Web,45,Otra,Posgrado,Si,29.0,No,Cuotas,482000,416.1,Computadora,0,4,3,16587,1,0,,4,0,No,1
L03124,Data Analytics,19,Mendoza,Secundario,No,0.0,Si,Beca,39000,33.1,Computadora,8,10,3,169941,0,2,5.8,1,8,No,0
L02461,Marketing Digital,43,Cordoba,Secundario,Si,46.0,No,Cuotas,314000,269.7,Computadora,21,2,2,3630,0,0,,12,0,No,1
L02869,Data Analytics,25,CABA,Secundario,No,0.0,No,Pago unico,368000,297.3,Computadora,9,3,1,70523,1,0,6.4,12,4,No,0
L01965,Data Analytics,38,Cordoba,Secundario,No,0.0,Si,Beca,112000,91.6,Computadora,15,9,4,102115,1,1,9.9,0,4,No,0
L01716,Producto Digital,38,CABA,Universitario,Si,46.0,Si,Beca,46000,38.9,Computadora,17,8,3,97958,1,2,6.8,4,4,No,0
L00696,Python Inicial,32,CABA,Posgrado,Si,21.0,No,Pago unico,239000,207.7,Computadora,8,4,3,72375,0,2,6.1,0,4,No,0
L03109,Programacion Web,28,Otra,Universitario,No,0.0,No,Pago unico,422000,345.8,Celular,0,5,8,142812,0,2,10.0,1,4,No,0
L01013,Programacion Web,35,Santa Fe,Universitario,Si,40.0,Si,Pago unico,411000,333.7,Computadora,3,5,3,27935,0,0,7.7,6,2,No,0
L00316,Data Analytics,30,Santa Fe,Secundario,Si,46.0,No,Cuotas,445000,373.4,Celular,20,1,0,0,0,1,,7,0,No,1
L02614,Data Analytics,32,Buenos Aires,Universitario,Si,41.0,No,Cuotas,480000,406.6,Tablet,5,1,7,81599,1,2,,0,6,No,0
L01545,Programacion Web,21,CABA,Universitario,No,0.0,Si,Pago unico,427000,369.9,Celular,4,3,0,197778,2,2,,7,0,No,1
L00834,Data Analytics,22,Mendoza,Terciario,No,0.0,No,Cuotas,421000,349.4,Computadora,1,8,3,161708,2,1,10.0,2,2,No,0
L01129,Marketing Digital,29,Buenos Aires,Universitario,No,0.0,No,Beca,74000,61.8,Computadora,8,1,1,75782,1,2,,4,2,No,0
L00394,Programacion Web,32,Buenos Aires,Universitario,No,0.0,No,Pago unico,424000,356.9,Celular,5,6,10,115959,4,1,6.6,2,6,No,0
L02815,Programacion Web,17,Mendoza,Terciario,No,0.0,No,Cuotas,485000,420.9,Computadora,22,2,1,0,0,1,,11,0,No,1
L01265,Data Analytics,26,Buenos Aires,Universitario,No,0.0,No,Pago unico,394000,341.9,Computadora,15,3,2,159030,2,1,7.6,3,3,No,0
L02457,Data Analytics,44,Otra,Universitario,No,0.0,Si,Cuotas,477000,385.3,Computadora,11,0,8,161723,5,2,,0,5,No,0
L01333,Producto Digital,17,CABA,Secundario,No,0.0,No,Cuotas,380000,327.9,Celular,6,4,3,58367,0,0,6.8,5,3,No,0
L01442,Data Analytics,17,CABA,Secundario,Si,41.0,No,Cuotas,439000,367.2,Computadora,20,4,2,100597,1,2,7.2,0,2,No,0
L02487,Data Analytics,20,CABA,Secundario,No,0.0,No,Cuotas,454000,384.5,Celular,0,3,6,98687,0,2,7.2,2,1,No,0
L02940,Marketing Digital,43,CABA,Universitario,No,0.0,No,Pago unico,291000,240.4,Celular,2,2,3,50482,2,1,7.0,1,1,No,0
L01517,Programacion Web,39,CABA,Secundario,Si,,No,Cuotas,532000,455.5,Tablet,3,4,2,71617,2,2,,3,1,No,0
L01456,Producto  Digital,17,Santa Fe,Universitario,No,0.0,No,Beca,64000,53.1,Computadora,17,2,5,19416,1,0,5.3,5,0,Si,1
L02682,Data analytics ,36,CABA,Terciario,Si,17.0,No,Pago unico,379000,322.8,Computadora,7,5,3,72942,0,0,,3,0,No,1
L02017,Prog. Web,55,CABA,Secundario,Si,46.0,No,Cuotas,538000,434.7,Computadora,3,6,0,184739,4,2,9.0,2,5,No,0
L03115,Producto Digital,28,Buenos Aires,Universitario,Si,22.0,No,Cuotas,375000,303.2,Computadora,10,4,5,109928,0,2,7.7,6,6,No,0
L02268,Prog. Web,26,CABA,Terciario,Si,32.0,No,Cuotas,489000,408.6,Computadora,9,8,1,168077,0,2,6.6,0,4,No,0
L01711,Data Analytics,21,Santa Fe,Terciario,No,0.0,No,Pago unico,372000,317.8,Computadora,4,6,7,196986,3,2,8.3,1,6,No,0
L02557,Data Analytics,29,Buenos Aires,Universitario,Si,32.0,No,Pago unico,385000,330.4,Computadora,9,4,0,74177,2,1,8.2,14,1,No,1
L00208,Data Analytics,29,Buenos Aires,Universitario,No,0.0,No,Cuotas,463000,372.2,Computadora,16,4,4,150899,1,1,6.0,7,0,Si,1
L00062,Programacion Web,38,CABA,Secundario,Si,33.0,No,Pago unico,423000,349.7,Celular,7,6,8,160729,3,2,7.5,1,6,No,0
L01214,Data Analytics,26,Santa Fe,Universitario,Si,32.0,Si,Beca,122000,103.9,Computadora,6,3,1,52351,0,0,6.3,9,0,No,0
L01390,Marketing Digital,30,Santa Fe,Terciario,Si,27.0,Si,Cuotas,319000,271.1,Computadora,13,0,2,38701,0,2,,14,4,No,0
L00024,Data Analytics,22,Buenos Aires,Posgrado,Si,59.0,No,Cuotas,427000,346.4,Computadora,21,4,3,64531,1,1,,7,0,Si,1
L01202,UX/UI,31,Santa Fe,Terciario,No,0.0,No,Cuotas,405000,336.5,Computadora,7,4,9,121800,5,2,7.6,1,11,No,0
L00467,Programacion Web,21,Cordoba,Universitario,No,0.0,No,Cuotas,532000,434.1,Celular,15,3,1,134557,1,0,4.7,10,3,No,0
L00391,Python Inicial,29,Cordoba,Terciario,No,0.0,Si,Beca,62000,51.7,Computadora,2,4,2,20347,0,1,,1,0,No,0
L00664,Programacion Web,34,Otra,Universitario,No,0.0,No,Pago unico,449000,387.8,Computadora,22,10,2,138746,3,2,3.9,2,4,No,0
L01636,Programacion Web,17,Cordoba,Universitario,No,0.0,No,Beca,68000,57.9,Computadora,12,0,5,0,0,0,,0,1,Si,1
L01126,Data Analytics,31,Buenos Aires,Terciario,No,0.0,Si,Beca,69000,55.3,Computadora,8,5,0,95759,2,1,6.1,1,9,No,0
L01861,Programacion Web,53,Buenos Aires,Universitario,Si,26.0,Si,Pago unico,455000,381.2,Celular,7,0,3,114232,0,1,,14,0,Si,1
L01905,Marketing Digital,31,Otra,Secundario,Si,46.0,No,Pago unico,267000,221.8,Computadora,1,4,1,157879,1,1,7.1,2,3,No,0
L00042,Programacion Web,35,CABA,Universitario,No,0.0,Si,Beca,129000,104.1,Computadora,20,1,2,4073,2,2,,8,3,No,0
L00980,Marketing Digital,21,Buenos Aires,Terciario,No,0.0,No,Cuotas,347000,301.7,Computadora,8,5,4,137275,0,2,6.2,2,4,No,0
L01886,Marketing Digital,19,Otra,Terciario,No,0.0,No,Beca,17000,13.7,Celular,20,4,3,109017,0,1,6.9,0,2,No,0
L03064,Programacion Web,31,Buenos Aires,Universitario,Si,38.0,No,Cuotas,536000,447.8,Celular,18,4,3,18700,1,0,5.1,2,3,No,0
L00841,Marketing Digital,20,Santa Fe,Terciario,No,0.0,Si,Beca,42000,35.2,Computadora,20,4,2,77129,0,0,,5,0,Si,1
L01165,Data Analytics,32,CABA,Terciario,Si,37.0,No,Pago unico,391000,315.7,Celular,13,5,2,0,1,2,6.6,11,2,No,0
L00063,UX/UI,22,Mendoza,Posgrado,No,0.0,No,Pago unico,345000,294.2,Computadora,14,5,7,145003,1,2,,0,3,No,0
L02349,Programacion Web,30,Cordoba,Universitario,Si,19.0,No,Pago unico,429000,368.8,Computadora,1,8,2,127673,1,2,8.5,7,5,No,0
L00869,Data Analytics,44,CABA,Universitario,Si,35.0,Si,Pago unico,370000,309.0,Computadora,8,5,8,215219,1,2,6.8,2,7,No,0
L00266,Data Analytics,23,Otra,Terciario,Si,47.0,No,Pago unico,357000,295.4,Computadora,5,5,8,153797,3,2,,2,4,No,0
L00286,Python Inicial,39,CABA,Universitario,Si,26.0,No,Pago unico,222000,182.4,Celular,11,4,2,47110,4,1,7.3,5,6,No,0
L02973,UX/UI,31,Cordoba,Terciario,Si,,No,Pago unico,343000,277.6,Celular,14,6,6,91815,5,2,8.3,1,7,No,0
L00669,Producto Digital,31,Cordoba,Universitario,No,0.0,No,Pago unico,315000,260.4,Computadora,13,4,5,164607,3,1,8.7,1,7,No,0
L02555,Python Inicial,26,CABA,Terciario,No,0.0,Si,Pago unico,230000,184.9,Computadora,1,13,10,180630,1,1,9.1,2,9,No,0
L03141,Marketing Digital,17,CABA,Posgrado,No,0.0,No,Pago unico,266000,221.7,Computadora,22,4,7,97455,3,2,9.1,2,6,No,0
L02551,UX/UI,26,Cordoba,Terciario,No,0.0,No,Pago unico,336000,270.8,Celular,16,8,1,74501,3,2,8.8,1,3,No,0
L02378,python inicial,33,Santa Fe,Secundario,No,0.0,No,Pago unico,228000,182.7,Computadora,11,4,4,107314,2,1,8.8,2,3,No,0
L00787,Python Inicial,20,Buenos Aires,Secundario,No,0.0,No,Beca,5000,4.3,Celular,2,2,0,0,0,1,,6,0,No,1
L00265,marketing digital,17,Mendoza,Secundario,No,0.0,No,Cuotas,331000,280.2,Celular,9,3,6,113588,2,2,7.5,0,3,No,0
L01721,Python Inicial,30,Otra,Posgrado,No,0.0,Si,Pago unico,239000,204.1,Computadora,21,5,9,171022,1,2,7.6,1,7,No,0
L01714,Data Analytics,24,CABA,Universitario,No,0.0,No,Beca,105000,84.1,Computadora,22,3,2,45264,1,2,8.3,3,3,No,0
L00775,Programacion Web,29,CABA,Universitario,No,0.0,No,Cuotas,481000,407.7,Celular,5,3,2,78863,0,1,6.0,3,2,No,0
L01476,UX/UI,25,Buenos Aires,Secundario,No,0.0,Si,Pago unico,353000,306.3,Computadora,9,7,5,161782,1,2,8.3,0,7,No,0
L00948,Data Analytics,52,Santa Fe,Posgrado,Si,27.0,No,Pago unico,364000,302.2,Computadora,18,3,1,58940,0,1,,5,0,Si,1
L02100,DATA ANALYTICS,18,Cordoba,Posgrado,No,0.0,Si,Pago unico,362000,312.5,Celular,18,8,10,188528,1,2,6.9,0,5,No,0
L03176,Producto Digital,31,CABA,Terciario,Si,33.0,Si,Pago unico,322000,276.7,Computadora,14,1,2,0,0,0,,14,1,No,1
L00556,Python Inicial,35,Buenos Aires,Terciario,No,0.0,No,Pago unico,233000,195.0,Celular,14,0,3,55891,0,1,,5,0,No,0
L01187,Producto Digital,39,Mendoza,Secundario,Si,45.0,No,Cuotas,412000,349.5,Computadora,20,2,1,83442,2,1,,0,0,Si,1
L01807,Programacion Web,35,CABA,Universitario,Si,43.0,No,Cuotas,508000,414.3,Celular,22,4,2,27407,1,1,,7,0,No,1
L01837,UX/UI,35,Cordoba,Universitario,No,0.0,Si,Cuotas,415000,336.4,Computadora,4,4,5,69355,0,1,5.5,5,4,No,0
L01455,Data Analytics,48,Mendoza,Secundario,Si,27.0,No,Cuotas,420000,363.2,Celular,3,3,1,108910,0,2,,6,1,No,0
L01364,Python Inicial,31,Buenos Aires,Universitario,No,0.0,No,Cuotas,281000,240.3,Tablet,17,2,1,40261,2,2,,1,1,Si,1
L01314,Programacion Web,44,Cordoba,Secundario,Si,49.0,No,Beca,103000,84.8,Computadora,4,2,2,15730,1,1,4.6,1,0,Si,1
L01093,Programacion Web,47,CABA,Terciario,Si,38.0,Si,Pago unico,425000,354.8,Computadora,7,4,4,141385,2,2,7.9,3,8,No,0
L00473,Data Analytics,19,Cordoba,Universitario,No,0.0,No,Cuotas,483000,398.6,Computadora,5,2,0,78641,1,2,,1,4,No,0
L02266,Programacion Web,29,Otra,Terciario,Si,39.0,Si,Cuotas,488000,392.1,Computadora,6,5,2,44761,1,2,6.7,0,1,No,0
L01732,Programacion Web,27,CABA,Universitario,No,0.0,Si,Cuotas,529000,449.6,Celular,15,2,1,25896,1,2,,7,0,No,1
L02641,Marketing Digital,20,Buenos Aires,Universitario,Si,32.0,No,Cuotas,347000,284.1,Computadora,1,2,3,29909,1,1,5.2,6,3,No,0
L01263,Programacion Web,28,Buenos Aires,Universitario,No,0.0,No,Cuotas,530000,440.7,Computadora,18,3,5,124310,2,2,6.1,1,3,No,0
L02225,Data Analytics,33,Cordoba,Posgrado,Si,44.0,No,Beca,51000,42.2,Computadora,13,1,0,4989,0,0,,0,3,No,0
L01646,Python Inicial,35,CABA,Terciario,No,0.0,No,Pago unico,226000,194.6,Computadora,11,8,1,149117,3,2,7.2,0,1,No,0
L01271,Marketing Digital,21,Buenos Aires,Universitario,Si,28.0,No,Cuotas,334000,272.9,Celular,20,4,5,94367,2,1,7.4,2,3,No,0
L00469,Data Analytics,40,CABA,Universitario,Si,39.0,No,Cuotas,482000,386.4,Computadora,15,4,4,77815,1,1,8.1,1,5,No,0
L00282,Data Analytics,24,Buenos Aires,Universitario,No,0.0,No,Cuotas,448000,371.3,Computadora,4,4,1,4261,0,0,,7,0,Si,1
L02010,Python Inicial,28,Buenos Aires,Secundario,No,0.0,Si,Pago unico,226000,188.8,Celular,5,5,5,144578,2,2,8.0,2,8,No,0
L01920,UX/UI,46,Buenos Aires,Terciario,No,0.0,No,Cuotas,399000,341.4,Computadora,3,7,4,116467,2,1,5.7,1,1,No,0
L02767,Programacion Web,26,CABA,Universitario,Si,,No,Pago unico,434000,360.6,Computadora,15,1,2,6024,0,1,,4,2,No,0
L02757,UX/UI,31,CABA,Secundario,No,0.0,No,Cuotas,399000,341.1,Computadora,5,6,4,143514,1,1,,1,4,No,0
L03019,Python Inicial,31,CABA,Terciario,No,0.0,Si,Cuotas,276000,232.8,Celular,23,3,1,35160,0,1,,1,1,No,0
L00628,Python Inicial,23,CABA,Secundario,No,0.0,Si,Beca,39000,31.6,Computadora,11,1,3,38149,1,1,7.4,14,0,Si,1
L02790,Prog. Web,30,CABA,Terciario,No,0.0,No,Cuotas,503000,406.6,Computadora,16,2,3,105427,2,2,,2,1,No,0
L03038,DATA ANALYTICS,18,Otra,Posgrado,No,0.0,No,Beca,80000,68.6,Computadora,21,2,2,71455,1,1,8.4,5,0,Si,1
L01383,Producto Digital,40,Santa Fe,Universitario,No,0.0,Si,Cuotas,364000,298.8,Computadora,5,3,2,82249,1,1,6.2,1,2,No,0
L00254,Producto Digital,37,CABA,Terciario,No,0.0,No,Cuotas,413000,337.6,Computadora,11,4,8,109370,5,2,8.5,1,4,No,0
L01677,Programacion Web,20,Buenos Aires,Universitario,Si,40.0,No,Cuotas,508000,413.4,Celular,23,3,1,0,1,0,4.6,0,1,No,0
L01033,Data Analytics,36,Buenos Aires,Terciario,Si,43.0,No,Cuotas,460000,394.6,Computadora,20,1,3,76419,3,2,9.5,1,4,No,0
L02134,UX/UI,29,CABA,Secundario,Si,36.0,Si,Beca,3000,2.5,Computadora,3,6,2,77581,2,1,4.8,3,2,No,0
L02518,Producto Digital,18,Santa Fe,Posgrado,Si,37.0,No,Pago unico,333000,270.1,Computadora,8,4,3,107527,1,1,9.6,1,2,No,0
L00211,Data Analytics,17,Cordoba,Terciario,Si,44.0,Si,Cuotas,431000,372.4,Celular,13,2,2,42100,1,0,,8,0,No,1
L02124,Python Inicial,23,Buenos Aires,Universitario,Si,38.0,No,Cuotas,282000,244.3,Tablet,15,6,2,56319,2,2,9.9,1,0,No,1
L03020,UX-UI,26,Buenos Aires,Secundario,Si,49.0,No,Cuotas,392000,334.4,Computadora,18,0,0,0,0,0,,11,1,No,1
L00962,UX/UI,22,Otra,Universitario,Si,,No,Cuotas,411000,346.3,Computadora,23,2,5,87698,1,1,8.5,0,1,No,0
L00362,Data Analytics,17,Mendoza,Universitario,No,0.0,No,Pago unico,380000,322.4,Computadora,23,7,2,73444,0,1,5.7,1,0,Si,1
L02136,Programacion Web,36,CABA,Universitario,No,0.0,Si,Pago unico,446000,378.1,Celular,12,2,2,24027,1,0,4.9,13,3,No,0
L01290,Programacion Web,20,Cordoba,Secundario,No,0.0,No,Beca,79000,68.0,Computadora,15,1,2,21833,3,1,,2,0,Si,1
L00240,UX/UI,37,Santa Fe,Universitario,Si,,Si,Pago unico,351000,284.9,Celular,8,7,2,91723,0,1,,3,5,No,0
L01934,Marketing Digital,17,CABA,Secundario,No,0.0,No,Cuotas,353000,293.2,Computadora,9,4,1,48334,2,1,,6,3,No,0
L01553,Programacion Web,35,Santa Fe,Secundario,No,0.0,No,Cuotas,504000,405.1,Computadora,21,4,3,139517,1,2,7.8,1,5,No,0
L02181,Marketing Digital,41,Otra,Universitario,Si,20.0,No,Cuotas,324000,280.2,Celular,5,0,3,59419,1,1,,1,0,No,1
L01639,Programacion Web,18,CABA,Universitario,Si,,No,Cuotas,527000,451.0,Celular,7,4,3,16229,0,1,,1,3,No,0
L02163,UX/UI,21,Mendoza,Terciario,No,0.0,No,Cuotas,423000,348.1,Celular,16,2,1,0,0,0,,6,0,Si,1
L02450,Programacion Web,44,Buenos Aires,Terciario,Si,39.0,No,Pago unico,443000,356.4,Computadora,18,3,3,0,0,1,5.6,1,1,No,0
L02066,Programacion Web,23,Buenos Aires,Universitario,No,0.0,Si,Beca,141000,120.3,Computadora,19,5,4,79559,0,1,6.4,6,3,No,0
L01554,Marketing Digital,39,CABA,Universitario,No,0.0,Si,Cuotas,343000,280.8,Tablet,7,4,0,103417,1,2,7.2,0,2,No,1
L01048,Data Analytics,34,Buenos Aires,Terciario,Si,31.0,Si,Cuotas,443000,362.0,Computadora,16,7,7,152824,3,2,7.1,2,3,No,0
L02336,Marketing Digital,40,Santa Fe,Terciario,Si,37.0,Si,Cuotas,345000,296.4,Computadora,22,2,7,90325,2,2,9.5,1,0,No,0
L03161,programacion web,41,Santa Fe,Universitario,Si,30.0,No,Cuotas,511000,435.6,Computadora,6,4,0,89037,0,2,5.7,2,3,No,0
L02379,UX/UI,27,Cordoba,Terciario,Si,32.0,No,Pago unico,334000,274.9,Computadora,23,3,3,112919,2,2,9.6,6,6,No,0
L01605,Data Analytics,23,CABA,Secundario,No,0.0,No,Pago unico,366000,300.4,Celular,15,5,7,126334,2,1,7.3,2,8,No,0
L01654,producto digital,46,Otra,Secundario,No,0.0,No,Pago unico,320000,258.3,Computadora,4,7,5,159193,1,1,7.9,5,6,No,0
L01710,Python Inicial,32,Buenos Aires,Terciario,No,0.0,Si,Cuotas,280000,240.0,Computadora,20,5,6,189229,2,2,9.5,4,3,No,0
L00383,UX/UI,19,CABA,Secundario,No,0.0,Si,Pago unico,346000,290.0,Computadora,23,12,6,242546,3,2,9.6,1,10,No,0
L01700,Marketing Digital,45,Otra,Secundario,Si,54.0,No,Cuotas,346000,288.6,Celular,3,3,1,67275,0,2,4.3,6,1,No,1
L00081,Programacion Web,23,CABA,Terciario,No,0.0,No,Cuotas,528000,434.4,Computadora,8,4,8,166062,3,1,8.4,1,3,No,0
L03071,Data Analytics,59,CABA,Universitario,No,0.0,No,Cuotas,465000,388.3,Computadora,11,5,8,178957,1,2,8.1,0,0,Si,1
L00681,Programacion Web,30,Buenos Aires,Universitario,Si,31.0,Si,Cuotas,519000,439.5,Computadora,1,4,4,63004,1,2,5.3,2,1,No,0
L02469,Programacion Web,30,Mendoza,Secundario,No,0.0,Si,Beca,104000,84.2,Celular,9,1,3,3765,0,1,10.0,1,4,No,0
L00434,Producto Digital,40,CABA,Universitario,Si,48.0,Si,Pago unico,341000,287.2,Computadora,12,3,1,0,1,0,,7,0,Si,1
L01255,Data Analytics,46,Buenos Aires,Terciario,Si,32.0,No,Cuotas,451000,377.2,Tablet,15,4,2,91259,2,1,,3,1,No,0
L03065,UX/UI,31,Cordoba,Secundario,No,0.0,Si,Pago unico,356000,302.4,Tablet,4,3,4,82448,1,2,,3,1,No,0
L01591,UX/UI,23,Mendoza,Universitario,No,0.0,Si,Cuotas,442000,362.0,Computadora,20,3,7,170656,2,2,8.4,0,11,No,0
L02915,marketing digital,19,CABA,Secundario,No,0.0,No,Pago unico,274000,219.9,Celular,10,7,5,93673,3,2,7.1,4,4,No,0
L02391,Python Inicial,38,Otra,Universitario,Si,30.0,No,Pago unico,244000,198.7,Computadora,20,4,2,32880,0,2,8.2,4,4,No,0
L00129,UX/UI,35,CABA,Terciario,Si,60.0,No,Cuotas,413000,334.1,Computadora,18,3,3,135829,0,2,5.1,3,4,No,0
L01844,Data Analytics,32,CABA,Secundario,No,0.0,No,Cuotas,424000,351.7,Celular,16,3,4,104137,5,2,10.0,3,2,No,0
L00838,Data Analytics,40,Buenos Aires,Universitario,Si,41.0,No,Cuotas,427000,354.6,Celular,11,2,2,95965,2,1,7.8,0,4,No,0
L02021,Producto  Digital,32,CABA,Posgrado,No,0.0,No,Cuotas,361000,296.3,Computadora,0,10,3,120579,3,2,8.1,1,4,No,0
L00970,Programacion Web,34,CABA,Universitario,No,0.0,No,Pago unico,438000,352.1,Computadora,18,6,7,191191,2,2,8.1,1,9,No,0
L00458,Python Inicial,34,Otra,Universitario,Si,42.0,Si,Pago unico,225000,189.2,Computadora,20,5,2,107236,3,2,5.3,2,5,No,0
L00285,Producto Digital,32,Cordoba,Terciario,Si,29.0,No,Cuotas,408000,332.1,Computadora,19,4,0,92452,0,1,9.5,0,1,No,0
L02053,Marketing Digital,30,Santa Fe,Terciario,No,0.0,No,Cuotas,344000,299.1,Computadora,6,5,7,148348,0,2,,3,3,No,0
L01885,Data Analytics,17,CABA,Universitario,Si,,Si,Cuotas,476000,404.2,Computadora,20,7,5,106549,1,2,7.2,0,2,No,0
L00870,UX/UI,26,Mendoza,Universitario,Si,38.0,No,Pago unico,364000,300.6,Computadora,1,3,4,147358,0,1,7.3,0,1,No,0
L01848,Data Analytics,27,CABA,Terciario,No,0.0,No,Pago unico,377000,311.2,Computadora,22,6,4,234473,6,2,7.5,0,10,No,0
L01761,Data Analytics,23,Cordoba,Secundario,No,0.0,No,Pago unico,381000,321.5,Celular,23,6,7,163179,6,2,7.9,0,5,No,0
L02618,UX/UI,31,CABA,Universitario,Si,33.0,Si,Cuotas,416000,356.5,Computadora,22,3,1,63025,0,0,,6,3,No,0
L02377,Programacion Web,32,Santa Fe,Universitario,No,0.0,No,Pago unico,427000,369.4,Computadora,23,6,3,57863,2,1,5.8,0,5,No,0
L02348,Data Analytics,30,Mendoza,Posgrado,Si,44.0,Si,Cuotas,440000,358.6,Celular,22,6,1,101769,2,2,8.9,2,7,No,0
L00908,Producto Digital,17,Cordoba,Terciario,No,0.0,No,Cuotas,409000,341.7,Computadora,2,5,2,64389,2,2,5.6,2,1,No,0
L00035,Programacion Web,50,CABA,Terciario,No,0.0,No,Beca,139000,117.0,Computadora,16,5,2,81509,1,0,10.0,1,3,No,0
L02079,Producto Digital,28,CABA,Universitario,No,0.0,No,Cuotas,401000,345.8,Computadora,6,4,4,17067,2,1,8.4,4,2,No,0
L01101,UX/UI,24,CABA,Universitario,No,0.0,No,Pago unico,349000,287.6,Celular,8,3,5,108359,2,2,7.0,0,10,No,0
L02843,UX/UI,19,Buenos Aires,Universitario,No,0.0,Si,Pago unico,338000,284.5,Tablet,19,5,0,118027,0,2,6.8,0,2,No,0
L00041,Marketing Digital,21,CABA,Terciario,No,0.0,No,Cuotas,329000,271.1,Tablet,16,6,3,98791,2,1,8.3,1,3,No,0
L01783,UX/UI,21,Santa Fe,Terciario,Si,37.0,No,Beca,4000,3.3,Celular,5,4,1,20539,2,0,5.6,13,0,No,1
