id_publicacion,genero_musical,oyentes_mensuales_spotify,capacidad_venue,tipo_venue,sector,precio_original,precio_original_con_cargos,dias_hasta_el_show,dia_semana_show,show_agotado_en_preventa,vendedor_verificado,cantidad_entradas_publicadas,cantidad_fotos_publicacion,precio_publicado,se_vendio,comision_plataforma,precio_reventa
P01046,Cumbia,503181,5000,Arena,Platea Alta,38000,45500,38,Miercoles,No,Si,2.0,1.0,47000,1,7000.0,47000.0
P01186,Trap,403347,5000,Arena,Palco,141000,163200,34,Jueves,No,Si,4.0,8.0,191000,1,29000.0,191000.0
P01323,Indie,147643,1500,Club,Platea Baja,54000,65300,3,Sabado,No,Si,4.0,6.0,69000,1,10000.0,69000.0
P00192,Trap,925008,8400,Arena,Platea Baja,61000,74800,11,Sabado,No,Si,1.0,7.0,146000,1,22000.0,146000.0
P01356,Trap,15826571,25000,Estadio,Platea Baja,69000,82600,10,Jueves,Si,Si,1.0,5.0,159000,1,24000.0,159000.0
P00760,Indie,5738648,15000,Arena,General,31000,36800,12,Sabado,No,No,3.0,6.0,50000,1,8000.0,50000.0
P01336,Rock nacional,5948996,8400,Arena,Campo,46000,53500,17,Sabado,Si,Si,2.0,7.0,97000,1,15000.0,97000.0
P01067,Cumbia,452241,3300,Teatro,PALCO,130000,161100,2,Sabado,Si,Si,2.0,8.0,212000,1,32000.0,212000.0
P00979,Cumbia,529649,3300,Teatro,Platea Baja,55000,64500,44,Viernes,No,Si,2.0,4.0,58000,1,9000.0,58000.0
P00164,Pop internacional,29676057,25000,Estadio,Platea Baja,79000,92800,9,Sabado,No,Si,2.0,3.0,176000,1,26000.0,176000.0
P00778,Electronica,2360313,8400,Arena,general,28000,33600,17,Domingo,No,Si,2.0,5.0,50000,1,8000.0,50000.0
P00951,Trap,1350443,5000,Arena,Campo,48000,58700,27,Viernes,Si,Si,3.0,1.0,91000,1,14000.0,91000.0
P01282,Rock nacional,2236163,15000,Arena,Platea Baja,63000,75900,21,Sabado,No,Si,3.0,3.0,127000,1,19000.0,127000.0
P00449,Pop internacional,1193301,8400,Arena,General,30000,35500,26,Sabado,No,Si,1.0,4.0,57000,1,9000.0,57000.0
P01040,Trap,402361,3300,Teatro,Palco,129000,156200,11,Domingo,No,Si,2.0,2.0,216000,1,32000.0,216000.0
P00905,Trap,50000,1100,Club,General,19000,23100,50,Viernes,No,No,2.0,1.0,22000,1,3000.0,22000.0
P00088,Electronica,949433,8400,Arena,Platea Baja,60000,74500,56,Viernes,No,Si,2.0,,77000,1,12000.0,77000.0
P01059,Trap,858856,1500,Club,Palco,111000,129100,3,Sabado,No,Si,2.0,4.0,132000,1,20000.0,132000.0
P00995,Pop internacional,320376,1500,Club,Palco,107000,125600,20,Jueves,No,Si,3.0,5.0,179000,1,27000.0,179000.0
P00953,Cumbia,788401,3300,Teatro,Platea Baja,58000,71800,0,Viernes,No,No,3.0,1.0,45000,1,7000.0,45000.0
P01292,Trap,83544,3300,Teatro,General,21000,24300,0,Martes,No,Si,2.0,4.0,15000,1,2000.0,15000.0
P00685,Cumbia,3108228,8400,Arena,General,26000,31000,31,Sabado,Si,No,2.0,1.0,50000,1,8000.0,50000.0
P00783,Rock nacional,15904038,25000,Estadio,Platea Alta,47000,57700,6,Jueves,Si,Si,1.0,5.0,121000,1,18000.0,121000.0
P01023,Trap,296496,1500,Club,Platea Alta,32000,38100,22,Lunes,No,Si,3.0,8.0,43000,1,6000.0,43000.0
P00520,Trap,87606,1100,Club,Platea Alta,31000,38100,3,Martes,No,Si,4.0,7.0,41000,1,6000.0,41000.0
P00238,Cumbia,5299984,15000,Arena,Campo,53000,62200,22,Domingo,Si,Si,2.0,4.0,83000,1,12000.0,83000.0
P00343,Pop internacional,166966,1500,Club,General,20000,25000,21,Lunes,No,No,2.0,2.0,28000,1,4000.0,28000.0
P00297,Electronica,50000,1100,Club,Platea Baja,47000,57400,7,Sabado,Si,No,2.0,3.0,75000,1,11000.0,75000.0
P00201,Indie,17178326,25000,Estadio,Palco,175000,210200,17,Lunes,Si,Si,2.0,2.0,416000,1,62000.0,416000.0
P00376,Rock nacional,95585,1500,Club,Platea Alta,29000,33700,5,Sabado,No,No,3.0,4.0,38000,1,6000.0,38000.0
P00858,Trap,4853636,15000,Arena,Platea Alta,36000,45000,20,Jueves,No,No,1.0,3.0,78000,1,12000.0,78000.0
P00100,Indie,1753694,8400,Arena,Platea Alta,40000,49000,52,Sabado,No,Si,2.0,6.0,40000,1,6000.0,40000.0
P00808,Trap,24025878,25000,Estadio,Campo,56000,67800,10,Viernes,No,Si,4.0,4.0,107000,1,16000.0,107000.0
P00962,Pop internacional,614720,5000,Arena,Platea Alta,38000,44500,15,Sabado,No,Si,2.0,2.0,78000,1,12000.0,78000.0
P01287,Electronica,1066029,15000,Arena,General,29000,35600,39,Sabado,No,Si,4.0,8.0,35000,1,5000.0,35000.0
P01203,Cumbia,60000000,84000,Estadio,General,41000,48600,18,Viernes,Si,Si,2.0,3.0,95000,1,14000.0,95000.0
P00110,Rock nacional,95981,3300,Teatro,Platea Baja,50000,59900,46,Sabado,No,No,,,43000,1,6000.0,43000.0
P00337,Trap,8307777,25000,Estadio,Platea Alta,46000,57400,7,Sabado,No,No,4.0,4.0,86000,1,13000.0,86000.0
P00180,Trap,346958,3300,Teatro,Campo,50000,61600,32,Sabado,No,Si,2.0,8.0,66000,1,10000.0,66000.0
P00623,Pop internacional,16482875,25000,Estadio,Campo,60000,73500,13,Sabado,No,Si,4.0,3.0,124000,1,19000.0,124000.0
P00555,Trap,1711417,8400,Arena,GENERAL,27000,32400,6,Viernes,Si,No,3.0,8.0,58000,1,9000.0,58000.0
P01068,Trap,256775,1100,Club,Platea Baja,50000,59700,18,Jueves,No,No,3.0,6.0,78000,1,12000.0,78000.0
P00631,Pop internacional,520826,3300,Teatro,Campo,47000,55200,0,Lunes,Si,Si,6.0,8.0,42000,1,6000.0,42000.0
P01005,Pop internacional,8854691,15000,Arena,Platea Alta,44000,54100,29,Lunes,No,Si,1.0,3.0,74000,1,11000.0,74000.0
P00119,Rock nacional,188365,1500,Club,General,23000,28500,4,Sabado,No,Si,2.0,3.0,32000,1,5000.0,32000.0
P00774,Pop internacional,1012420,5000,Arena,Campo,46000,54400,32,Sabado,Si,Si,2.0,2.0,94000,1,14000.0,94000.0
P01238,Rock nacional,99587,1500,Club,Campo,32000,38800,3,Sabado,No,Si,1.0,2.0,33000,1,5000.0,33000.0
P00917,Cumbia,171280,1500,Club,General,23000,26600,10,Jueves,No,No,3.0,4.0,29000,1,4000.0,29000.0
P00135,Cumbia,689843,1500,Club,Campo,36000,43500,60,Domingo,No,Si,4.0,1.0,28000,1,4000.0,28000.0
P00486,Pop internacional,60000000,84000,Estadio,Platea Alta,54000,67200,6,Martes,Si,Si,2.0,4.0,164000,1,25000.0,164000.0
P00053,Trap,621974,5000,Arena,General,23000,26800,5,Viernes,No,Si,4.0,5.0,38000,1,6000.0,38000.0
P00361,Rock nacional,3477073,15000,Arena,Platea Alta,45000,53000,0,Domingo,Si,Si,2.0,4.0,57000,1,9000.0,57000.0
P00260,Trap,3678475,8400,Arena,Campo,46000,55600,14,Jueves,No,No,2.0,2.0,113000,1,17000.0,113000.0
P01010,Trap,118298,1100,Club,Campo,41000,50500,44,Viernes,No,No,1.0,7.0,53000,1,8000.0,53000.0
P01296,Pop internacional,8276832,15000,Arena,campo,52000,61000,28,Domingo,No,Si,4.0,3.0,90000,1,14000.0,90000.0
P00330,Pop internacional,11417223,25000,Estadio,Platea Baja,81000,93900,10,Miercoles,Si,Si,1.0,2.0,188000,1,28000.0,188000.0
P00608,Indie,138373,1500,Club,Platea Alta,32000,40000,11,Sabado,No,No,1.0,,48000,1,7000.0,48000.0
P00298,Cumbia,119296,1100,Club,CAMPO,35000,43300,2,Sabado,Si,No,3.0,2.0,43000,1,6000.0,43000.0
P00642,Rock nacional,1415662,5000,Arena,Platea Baja,58000,67000,8,Viernes,Si,Si,2.0,5.0,150000,1,22000.0,150000.0
P00853,Pop internacional,406409,5000,Arena,Platea Alta,35000,43700,57,Miercoles,No,Si,1.0,6.0,30000,1,4000.0,30000.0
P00580,Rock nacional,5544858,15000,Arena,Campo,54000,63200,0,Viernes,No,Si,2.0,7.0,47000,1,7000.0,47000.0
P00023,Pop internacional,13068880,15000,Arena,Campo,55000,66500,8,Viernes,Si,Si,1.0,8.0,142000,1,21000.0,142000.0
P00491,Pop internacional,4175538,8400,Arena,Platea Baja,66000,78900,5,Martes,No,No,1.0,5.0,104000,1,16000.0,104000.0
P00474,Indie,14727968,45000,Estadio,General,35000,43700,60,Domingo,No,No,3.0,4.0,23000,1,3000.0,23000.0
P00283,Electronica,126442,1100,Club,Platea Alta,33000,41100,15,Miercoles,No,Si,2.0,3.0,53000,1,8000.0,53000.0
P00609,Cumbia,895988,8400,Arena,General,29000,34200,30,Sabado,No,Si,2.0,6.0,33000,1,5000.0,33000.0
P01327,Pop internacional,77732,1500,Club,Platea Alta,30000,34500,30,Domingo,No,Si,4.0,2.0,38000,1,6000.0,38000.0
P00812,Rock nacional,10067346,25000,Estadio,General,32000,38300,36,Viernes,Si,Si,1.0,8.0,55000,1,8000.0,55000.0
P01142,Pop internacional,28088746,45000,Estadio,Campo,59000,70600,1,Martes,No,No,4.0,7.0,49000,1,7000.0,49000.0
P01363,Pop internacional,85643,1100,Club,General,22000,26000,35,Viernes,No,Si,1.0,5.0,30000,1,4000.0,30000.0
P01008,Indie,490087,1500,Club,Campo,40000,48300,8,Sabado,No,No,1.0,4.0,64000,1,10000.0,64000.0
P00645,Cumbia,108893,1500,Club,Campo,39000,46400,6,Sabado,No,Si,2.0,1.0,54000,1,8000.0,54000.0
P01366,Electronica,31743247,84000,Estadio,Platea Baja,78000,94900,36,Sabado,No,Si,1.0,3.0,125000,1,19000.0,125000.0
P01080,Trap,313609,1500,Club,Platea Baja,48000,56500,19,Domingo,No,No,1.0,3.0,81000,1,12000.0,81000.0
P00468,Cumbia,3848697,15000,Arena,Campo,53000,62800,18,Viernes,No,Si,1.0,8.0,101000,1,15000.0,101000.0
P00605,Electronica,6302200,25000,Estadio,Platea Alta,43000,52700,4,Lunes,No,Si,1.0,2.0,58000,1,9000.0,58000.0
P00067,Rock nacional,108133,1100,Club,Platea Baja,41000,48900,3,Viernes,No,No,3.0,3.0,44000,1,7000.0,44000.0
P00452,Rock nacional,74109,1100,Club,campo,44000,54700,13,Sabado,No,Si,1.0,4.0,91000,1,14000.0,91000.0
P00662,Rock nacional,4875343,15000,Arena,Platea Alta,47000,58700,12,Sabado,Si,No,3.0,7.0,107000,1,16000.0,107000.0
P01359,Rock nacional,10120132,25000,Estadio,General,31000,37800,3,Sabado,Si,Si,1.0,5.0,55000,1,8000.0,55000.0
P00937,Cumbia,993586,8400,Arena,Palco,156000,181100,48,Sabado,No,Si,2.0,5.0,217000,1,33000.0,217000.0
P01384,Indie,298551,3300,Teatro,Platea Alta,36000,42300,24,Jueves,No,No,4.0,6.0,47000,1,7000.0,47000.0
P00985,Rock nacional,439947,3300,Teatro,Pl. Baja,60000,69100,5,Jueves,No,No,,3.0,73000,1,11000.0,73000.0
P00144,Pop internacional,517207,3300,Teatro,Platea Alta,35000,43300,23,Jueves,No,Si,4.0,,39000,1,6000.0,39000.0
P00431,Trap,711355,8400,Arena,Campo,48000,56100,15,Miercoles,No,No,1.0,6.0,66000,1,10000.0,66000.0
P00693,Indie,8220343,25000,Estadio,Platea Alta,42000,48600,32,Sabado,No,Si,4.0,5.0,46000,1,7000.0,46000.0
P01074,Indie,9306233,25000,Estadio,Campo,58000,66900,14,Viernes,No,Si,2.0,6.0,123000,1,18000.0,123000.0
P00717,Rock nacional,16574013,25000,Estadio,Pl. Baja,71000,84000,28,Viernes,No,Si,1.0,,120000,1,18000.0,120000.0
P00185,Electronica,412257,3300,Teatro,platea baja,52000,62200,32,Miercoles,No,Si,2.0,5.0,70000,1,10000.0,70000.0
P01373,Rock nacional,149669,1500,Club,Pl. Alta,34000,39200,23,Jueves,Si,Si,2.0,1.0,62000,1,9000.0,62000.0
P01028,Pop internacional,188955,1100,Club,Platea Baja,43000,49900,2,Sabado,No,Si,2.0,7.0,60000,1,9000.0,60000.0
P01034,Pop internacional,4604113,15000,Arena,Campo,56000,69600,15,Martes,No,No,3.0,4.0,112000,1,17000.0,112000.0
P00479,Cumbia,429640,3300,Teatro,Palco,116000,137000,20,Domingo,No,Si,2.0,2.0,202000,1,30000.0,202000.0
P00533,Pop internacional,281708,1500,Club,Campo,43000,51500,19,Viernes,No,Si,2.0,3.0,101000,1,15000.0,101000.0
P00410,Rock nacional,5078814,15000,Arena,Platea Alta,42000,49900,24,Viernes,No,Si,2.0,4.0,67000,1,10000.0,67000.0
P00676,Pop internacional,64575,1100,Club,Platea Alta,30000,36600,15,Lunes,No,No,2.0,6.0,44000,1,7000.0,44000.0
P00561,Electronica,55268695,45000,Estadio,Campo,56000,69800,13,Sabado,Si,Si,3.0,5.0,97000,1,15000.0,97000.0
P00558,Pop internacional,118959,1500,Club,Campo,42000,49100,21,Domingo,No,Si,1.0,2.0,56000,1,8000.0,56000.0
P01358,Rock nacional,411590,5000,Arena,General,25000,31100,3,Lunes,No,Si,2.0,6.0,27000,1,4000.0,27000.0
P00956,Electronica,190530,1100,Club,Platea Baja,50000,58800,42,Sabado,No,Si,2.0,6.0,60000,1,9000.0,60000.0
P00481,Trap,101707,1500,Club,General,20000,24700,14,Sabado,No,Si,1.0,3.0,52000,1,8000.0,52000.0
P00121,Rock nacional,2465564,15000,Arena,Platea Baja,65000,74900,19,Jueves,No,Si,2.0,8.0,109000,1,16000.0,109000.0
P01364,Rock nacional,60000000,45000,Estadio,Campo,55000,68600,0,Lunes,No,Si,2.0,6.0,63000,1,9000.0,63000.0
P00090,Cumbia,29500835,45000,Estadio,Platea Baja,73000,86300,2,Sabado,Si,Si,1.0,4.0,102000,1,15000.0,102000.0
P01024,Indie,1773537,8400,Arena,platea baja,64000,78100,8,Domingo,No,Si,2.0,1.0,131000,1,20000.0,131000.0
P01049,Cumbia,11301416,45000,Estadio,General,33000,40100,23,Lunes,No,No,3.0,1.0,53000,1,8000.0,53000.0
P00108,Rock nacional,7136527,25000,Estadio,General,33000,40300,12,Jueves,No,No,3.0,5.0,63000,1,9000.0,63000.0
P00669,Rock nacional,36408719,84000,Estadio,Palco,158000,190900,0,Sabado,Si,No,2.0,6.0,240000,1,36000.0,240000.0
P00473,Rock nacional,96281,1500,Club,Campo,36000,43400,4,Viernes,No,Si,4.0,3.0,38000,1,6000.0,38000.0
P00159,Indie,491676,1500,Club,PLATEA ALTA,31000,38400,2,Jueves,No,Si,,6.0,32000,1,5000.0,32000.0
P00624,Rock nacional,2044614,5000,Arena,Platea Baja,57000,66000,2,Viernes,No,Si,1.0,7.0,51000,1,8000.0,51000.0
P00267,Cumbia,732462,8400,Arena,Platea Baja,63000,78300,11,Domingo,Si,Si,2.0,8.0,152000,1,23000.0,152000.0
P01192,Rock nacional,242060,5000,Arena,Platea Baja,56000,65300,9,Sabado,No,Si,2.0,8.0,91000,1,14000.0,91000.0
P01146,Pop internacional,7843338,15000,Arena,campo,55000,67000,21,Jueves,Si,Si,1.0,7.0,131000,1,20000.0,131000.0
P00269,Trap,9040671,45000,Estadio,Campo,61000,73400,1,Jueves,No,No,2.0,1.0,68000,1,10000.0,68000.0
P00250,Electronica,61725,1500,Club,Platea Baja,45000,54700,22,Sabado,No,Si,2.0,3.0,62000,1,9000.0,62000.0
P00089,Cumbia,4360103,8400,Arena,General,26000,30400,7,Martes,No,Si,2.0,5.0,37000,1,6000.0,37000.0
P01189,Trap,1933696,15000,Arena,Platea Alta,43000,49900,5,Domingo,No,No,1.0,,67000,1,10000.0,67000.0
P00421,Pop internacional,109244,1100,Club,Platea Baja,46000,56600,0,Viernes,No,Si,2.0,5.0,34000,1,5000.0,34000.0
P00141,Trap,3853954,8400,Arena,General,26000,31400,33,Viernes,No,Si,2.0,8.0,48000,1,7000.0,48000.0
P01133,Pop internacional,3401887,8400,Arena,Campo,56000,69100,4,Domingo,No,Si,1.0,5.0,88000,1,13000.0,88000.0
P00467,Indie,777694,5000,Arena,Platea Alta,38000,47400,19,Sabado,Si,No,1.0,5.0,71000,1,11000.0,71000.0
P00463,Cumbia,6226546,45000,Estadio,Platea Baja,75000,89600,36,Domingo,No,Si,2.0,4.0,100000,1,15000.0,100000.0
P00478,Electronica,20294434,45000,Estadio,Platea Baja,66000,77300,45,Sabado,No,Si,2.0,6.0,76000,1,11000.0,76000.0
P00674,Rock nacional,1722729,8400,Arena,Campo,47000,54100,7,Jueves,No,No,1.0,2.0,75000,1,11000.0,75000.0
P00106,Rock nacional,53474,1100,Club,General,21000,26100,24,Sabado,No,Si,2.0,6.0,37000,1,6000.0,37000.0
P01175,Cumbia,6649547,15000,Arena,General,30000,37400,31,Miercoles,Si,Si,1.0,3.0,55000,1,8000.0,55000.0
P00835,Rock nacional,130593,1100,Club,Campo,43000,51400,10,Martes,No,Si,3.0,5.0,74000,1,11000.0,74000.0
P00151,Trap,4205259,45000,Estadio,General,33000,40800,3,Miercoles,No,Si,2.0,1.0,45000,1,7000.0,45000.0
P01210,Cumbia,4507838,15000,Arena,Campo,53000,62100,13,Martes,Si,Si,4.0,3.0,116000,1,17000.0,116000.0
P00702,Cumbia,62175,1100,Club,Campo,39000,45300,35,Viernes,Si,No,2.0,6.0,48000,1,7000.0,48000.0
P00612,Pop internacional,93979,1100,Club,Campo,34000,41900,0,Miercoles,No,Si,1.0,8.0,25000,1,4000.0,25000.0
P00404,Electronica,56273,1100,Club,general,23000,27400,19,Sabado,No,Si,4.0,3.0,27000,1,4000.0,27000.0
P00303,Trap,190634,1100,Club,Platea Alta,30000,35600,1,Viernes,Si,Si,4.0,8.0,35000,1,5000.0,35000.0
P00614,Trap,1626160,15000,Arena,Platea Baja,67000,82400,12,Domingo,No,No,2.0,3.0,119000,1,18000.0,119000.0
P01125,Electronica,431073,1500,Club,Campo,43000,52300,29,Miercoles,No,Si,2.0,2.0,45000,1,7000.0,45000.0
P00125,Pop internacional,247587,3300,Teatro,GENERAL,24000,27900,11,Sabado,No,Si,2.0,3.0,41000,1,6000.0,41000.0
P01087,Rock nacional,1454529,3300,Teatro,Platea Baja,57000,70900,31,Lunes,No,Si,1.0,8.0,86000,1,13000.0,86000.0
P00349,Electronica,155734,1500,Club,Campo,40000,47000,33,Sabado,No,Si,2.0,7.0,45000,1,7000.0,45000.0
P00369,Rock nacional,46871801,84000,Estadio,CAMPO,63000,76900,13,Jueves,Si,No,2.0,4.0,158000,1,24000.0,158000.0
P00142,Trap,2137036,5000,Arena,Platea Baja,55000,67300,8,Viernes,No,Si,4.0,2.0,91000,1,14000.0,91000.0
P01007,Trap,10499465,84000,Estadio,Platea Alta,48000,59900,29,Jueves,No,Si,2.0,2.0,76000,1,11000.0,76000.0
P00022,Cumbia,697776,5000,Arena,General,25000,29600,23,Sabado,No,No,4.0,2.0,41000,1,6000.0,41000.0
P00519,Trap,1086375,8400,Arena,Campo,58000,70300,7,Sabado,No,No,1.0,2.0,99000000,1,14850000.0,99000000.0
P00886,Indie,240388,1500,Club,Palco,123000,143900,17,Jueves,Si,Si,1.0,1.0,243000,1,36000.0,243000.0
P01249,Cumbia,1020164,3300,Teatro,Platea Alta,37000,44100,16,Jueves,No,Si,1.0,8.0,57000,1,9000.0,57000.0
P00050,Pop internacional,2948581,8400,Arena,Platea Alta,39000,47600,46,Jueves,No,No,1.0,5.0,41000,1,6000.0,41000.0
P01147,Rock nacional,1167786,5000,Arena,Campo,41000,50300,31,Sabado,No,Si,2.0,3.0,57000,1,9000.0,57000.0
P00996,Rock nacional,2113278,8400,Arena,CAMPO,47000,58300,19,Viernes,Si,Si,1.0,7.0,113000,1,17000.0,113000.0
P00062,Rock nacional,560340,3300,Teatro,Campo,46000,56100,33,Domingo,No,Si,2.0,1.0,54000,1,8000.0,54000.0
P00844,Electronica,336454,1500,Club,General,23000,28400,9,Domingo,No,Si,3.0,1.0,37000,1,6000.0,37000.0
P01091,Electronica,60000000,84000,Estadio,Campo,62000,77300,7,Jueves,Si,Si,1.0,1.0,114000,1,17000.0,114000.0
P00563,Rock nacional,571087,1500,Club,General,20000,24500,17,Jueves,No,No,2.0,6.0,30000,1,4000.0,30000.0
P00977,Trap,60000000,84000,Estadio,PALCO,198000,230100,1,Viernes,Si,Si,2.0,4.0,296000,1,44000.0,296000.0
P01313,Electronica,6892469,15000,Arena,General,31000,35800,2,Jueves,Si,Si,3.0,4.0,32000,1,5000.0,32000.0
P00819,Trap,986473,3300,Teatro,Campo,41000,48600,10,Lunes,No,Si,6.0,5.0,69000,1,10000.0,69000.0
P01347,Pop internacional,2017997,5000,Arena,Platea Baja,57000,68700,18,Viernes,No,Si,1.0,3.0,114000,1,17000.0,114000.0
P01288,Indie,318887,3300,Teatro,Palco,134000,166500,12,Sabado,No,Si,2.0,2.0,238000,1,36000.0,238000.0
P00640,Pop internacional,217478,3300,Teatro,general,21000,25100,15,Lunes,No,Si,6.0,5.0,32000,1,5000.0,32000.0
P00581,Electronica,5464351,15000,Arena,Platea Baja,64000,78300,4,Lunes,No,Si,2.0,1.0,96000,1,14000.0,96000.0
P01218,Cumbia,697230,3300,Teatro,Campo,42000,51100,3,Martes,No,No,2.0,5.0,43000,1,6000.0,43000.0
P00027,Pop internacional,250495,1500,Club,campo,39000,47900,20,Sabado,No,No,2.0,7.0,60000,1,9000.0,60000.0
P01193,Indie,3566452,15000,Arena,Campo,50000,60000,1,Jueves,No,Si,4.0,8.0,38000,1,6000.0,38000.0
P01265,Pop internacional,50000,1100,Club,Platea Baja,42000,51800,26,Sabado,No,Si,4.0,5.0,67000,1,10000.0,67000.0
P00766,Indie,2021745,8400,Arena,Palco,159000,192900,35,Jueves,Si,Si,2.0,7.0,263000,1,39000.0,263000.0
P00026,Electronica,150528,3300,Teatro,Platea Baja,61000,72900,7,Viernes,Si,No,2.0,2.0,148000,1,22000.0,148000.0
P01002,Electronica,196621,1100,Club,General,23000,27400,42,Jueves,No,Si,1.0,6.0,29000,1,4000.0,29000.0
P00078,Indie,35163667,84000,Estadio,Platea Alta,51000,59200,2,Sabado,No,No,4.0,,59000,1,9000.0,59000.0
P00936,Pop internacional,1322219,15000,Arena,Platea Baja,64000,74100,22,Jueves,No,Si,2.0,7.0,121000,1,18000.0,121000.0
P00386,Indie,570459,3300,Teatro,General,23000,26900,33,Viernes,No,Si,2.0,1.0,26000,1,4000.0,26000.0
P01072,Pop internacional,6647095,25000,Estadio,Platea Alta,50000,61500,21,Domingo,Si,Si,4.0,1.0,112000,1,17000.0,112000.0
P01226,Trap,1098568,8400,Arena,Campo,46000,55400,22,Sabado,No,Si,,1.0,72000,1,11000.0,72000.0
P01099,Trap,12456443,25000,Estadio,campo,57000,71000,13,Jueves,No,No,2.0,7.0,116000,1,17000.0,116000.0
P00495,Indie,5124196,25000,Estadio,Campo,55000,64800,1,Viernes,No,Si,2.0,8.0,48000,1,7000.0,48000.0
P01172,Cumbia,10561428,15000,Arena,Platea Alta,45000,52600,36,Viernes,No,Si,4.0,7.0,51000,1,8000.0,51000.0
P00273,Indie,60000000,84000,Estadio,Campo,59000,70800,12,Jueves,Si,Si,2.0,6.0,129000,1,19000.0,129000.0
P00588,Rock nacional,8114493,45000,Estadio,Platea Alta,45000,52700,9,Viernes,No,No,2.0,7.0,84000,1,13000.0,84000.0
P00241,Trap,10050405,25000,Estadio,Campo,54000,67000,30,Jueves,Si,No,2.0,1.0,126000,1,19000.0,126000.0
P00311,Rock nacional,105787,1500,Club,Palco,126000,156000,35,Miercoles,No,Si,1.0,6.0,172000,1,26000.0,172000.0
P00054,Rock nacional,2904561,8400,Arena,General,31000,38200,7,Jueves,Si,No,2.0,8.0,68000,1,10000.0,68000.0
P00242,Rock nacional,45507743,84000,Estadio,Platea Baja,78000,95900,32,Domingo,Si,Si,2.0,6.0,143000,1,21000.0,143000.0
P00395,Electronica,4420907,15000,Arena,GENERAL,29000,33900,30,Martes,Si,Si,1.0,3.0,56000,1,8000.0,56000.0
P01302,Rock nacional,60000000,84000,Estadio,Campo,69000,84300,2,Viernes,Si,Si,1.0,6.0,110000,1,16000.0,110000.0
P00974,Indie,68422,1100,Club,Platea Alta,31000,35900,9,Sabado,No,Si,2.0,5.0,57000,1,9000.0,57000.0
P00618,Pop internacional,12657354,25000,Estadio,PLATEA ALTA,52000,60600,9,Miercoles,No,Si,2.0,8.0,89000,1,13000.0,89000.0
P00286,Cumbia,12126484,45000,Estadio,Campo,62000,74600,20,Lunes,No,No,2.0,8.0,86000,1,13000.0,86000.0
P01052,Cumbia,518129,3300,Teatro,Platea Alta,39000,47100,7,Jueves,No,Si,2.0,5.0,39000,1,6000.0,39000.0
P01298,Pop internacional,7239535,25000,Estadio,Platea Baja,72000,82800,15,Martes,No,Si,1.0,3.0,141000,1,21000.0,141000.0
P01341,Trap,858667,3300,Teatro,Campo,43000,52600,7,Viernes,Si,Si,2.0,6.0,94000,1,14000.0,94000.0
P00156,Rock nacional,114035,1100,Club,Platea Alta,35000,43300,24,Miercoles,No,Si,6.0,1.0,45000,1,7000.0,45000.0
P00418,Electronica,2723141,8400,Arena,Campo,52000,63700,17,Lunes,No,No,1.0,7.0,86000,1,13000.0,86000.0
P00279,Rock nacional,515944,3300,Teatro,Platea Alta,39000,46700,51,Sabado,No,Si,1.0,4.0,42000,1,6000.0,42000.0
P01342,Indie,110988,1100,Club,Platea Alta,31000,38700,8,Sabado,No,Si,2.0,8.0,40000,1,6000.0,40000.0
P00586,Trap,2151322,8400,Arena,Platea Baja,69000,85900,28,Domingo,No,No,1.0,3.0,76000,1,11000.0,76000.0
P00765,Pop internacional,47450530,84000,Estadio,Platea Baja,83000,98700,17,Lunes,Si,No,3.0,8.0,199000,1,30000.0,199000.0
P01205,Pop internacional,594928,1500,Club,General,21000,24400,16,Viernes,No,Si,1.0,5.0,36000,1,5000.0,36000.0
P00865,Trap,3681752,15000,Arena,Palco,144000,168800,32,Sabado,Si,Si,6.0,7.0,284000,1,43000.0,284000.0
P00379,Pop internacional,164876,1500,Club,Platea Baja,47000,54900,9,Sabado,No,Si,3.0,5.0,93000,1,14000.0,93000.0
P00704,Indie,1898946,5000,Arena,Pl. Alta,33000,39100,29,Viernes,No,Si,1.0,8.0,44000,1,7000.0,44000.0
P00307,Pop internacional,4385091,8400,Arena,General,27000,32500,54,Sabado,No,No,4.0,1.0,33000,1,5000.0,33000.0
P00274,Rock nacional,7613936,15000,Arena,GENERAL,31000,38400,16,Miercoles,Si,Si,3.0,7.0,89000,1,13000.0,89000.0
P00063,Pop internacional,3909539,8400,Arena,Campo,50000,59900,22,Sabado,Si,Si,4.0,7.0,106000,1,16000.0,106000.0
P00261,Cumbia,32213932,84000,Estadio,Platea Alta,46000,57100,27,Viernes,No,Si,2.0,1.0,60000,1,9000.0,60000.0
P01262,Trap,4179707,15000,Arena,Campo,52000,60700,16,Sabado,No,Si,1.0,3.0,102000,1,15000.0,102000.0
P00683,Rock nacional,10518424,25000,Estadio,Platea Baja,69000,83100,4,Martes,No,Si,2.0,4.0,102000,1,15000.0,102000.0
P01390,Trap,4877730,15000,Arena,Campo,51000,59300,28,Sabado,Si,Si,2.0,7.0,102000,1,15000.0,102000.0
P00503,Electronica,23711290,45000,Estadio,General,35000,42700,46,Jueves,Si,Si,6.0,3.0,50000,1,8000.0,50000.0
P01118,Electronica,693006,5000,Arena,Platea Baja,51000,62700,38,Domingo,No,No,2.0,8.0,62000,1,9000.0,62000.0
P00482,Rock nacional,3342211,5000,Arena,Platea Alta,35000,42300,3,Miercoles,No,Si,2.0,3.0,43000,1,6000.0,43000.0
